record_type|counterparty_name|country|isin
D|29836|LATROBE FIN CAP MKT*|SG|0000000001600148226
D|5210|LDK SOLAR CL*|SG|0000000001200552890
D|73993|LEADER ENERGY HLDG*|SG|0000000001200718791
D|73993|LEADER ENERGY HLDG*|MY|0000000001200499866
D|26505|LEADER GOAL INTL*|HK|0000000001200035554
D|26505|LEADER GOAL INTL*|SG|0000000001200664451
D|68314|LEBUHRAYA DUKE F 3*|MY|0000000001200503207
D|79690|LEE WAH NOMS*|SG|0000000001200156602
D|79107|LEGAL & GEN FIN PLC*|SG|0000000001200771760
D|39747|LEGAL & GENERAL GRP*|SG|0000000001200685182
D|87331|LEGEND FORTUNE LTD*|HK|0000000001200036736
D|39769|LEGEND LAND UMEDA*|JP|0000000001200000096
D|21555|LEGRAND SA*|SG|0000000001200635531
D|16149|LEHMAN MORTGAGE TRUST*|SG|0000000001200514628
D|4075|LEIGHTON FIN LTD*|SG|0000000001200580111
D|56934|LEMONADE INC*|SG|0000000001200710884
D|33631|LEMPEMPESA|MY|0000000001200409934
D|11104|LEND LEASE CORP LTD*|SG|0000000001200576028
D|8052|LEND LEASE FINANCE LTD*|SG|0000000001200620976
D|8052|LEND LEASE FINANCE LTD*|MY|0000000001200491488
D|21490|LENDLEASE (US) CAP*|SG|0000000001200635189
D|45156|LENDLEASE CQ FINC*|AU|0000000001200000189
D|59719|LENDLEASE GLB COMM*|SG|0000000001200715333
D|38860|LENDLEASE RTL INV 3*|SG|0000000001200679789
D|18580|LENNAR CORP*|SG|0000000001200596479
D|18455|LENOVO GRP LTD*|SG|0000000001200531472
D|44932|LEVI STRAUSS & CO*|SG|0000000001200698905
D|39854|LG CHEM L*|TW|0000000001200000164
D|39854|LG CHEM L*|HK|0000000001200034073
D|39854|LG CHEM L*|SG|0000000001200717890
D|4544|LG DISPLAY CL*|KR|0000000001200000248
D|4544|LG DISPLAY CL*|SG|0000000001200546611
D|13450|LG ELECTRONICS INC*|SG|0000000001200589676
D|75632|LG ENERGY SOL LTD*|HK|0000000001200036520
D|75632|LG ENERGY SOL LTD*|SG|0000000001200761480
D|3870|LG HSEHOLD & HEALTH CARE LTD*|SG|0000000001200572927
D|53775|LH FIN GRP PCL*|TH|0000000003103055728
D|3896|LI & FUNG LTD*|TW|0000000001200000077
D|3896|LI & FUNG LTD*|HK|0000000001200034963
D|3896|LI & FUNG LTD*|SG|0000000001200486604
D|57274|LI AUTO INC*|SG|0000000001200711474
D|73168|LI NING CL*|SG|0000000001200753832
D|15695|LIANHUA SUPERMARKET HLDGS LTD*|SG|0000000001200547026
D|27217|LIBERTY FIN PTY LTD*|SG|0000000001200669561
D|20826|LIC HOUSING FIN LTD*|SG|0000000001200629133
D|60077|LIFE AND LIVING CL*|TH|0000000003103398923
D|14514|LIHIR GOLD LTD*|SG|0000000001200531474
D|67580|LIMPONGPUNTH CONST*|TH|0000000003100268979
D|74966|LINCOLN NATL CORP*|SG|0000000001200760432
D|17463|LINDE AG*|SG|0000000001200550102
D|18104|LINDE FINANCE BV*|SG|0000000001200550103
D|80539|LINDEN PROP INVT VN*|VN|0000000001200017306
D|80539|LINDEN PROP INVT VN*|SG|0000000001200775136
D|28049|LINGANG WINGS INC*|SG|0000000001200675370
D|18189|LINGKARAN TRANS KOTA HLDGS BHD*|SG|0000000001200556968
D|44327|LINJIANG INVT&DEVT*|SG|0000000001200697373
D|21893|LINK FIN KY 2009*|SG|0000000001200638213
D|74740|LINK REAL ESTATE IN*|SG|0000000001200755738
D|21629|LINKEDIN CORP*|SG|0000000001200636393
D|12350|LION IND CORP BHD*|SG|0000000001200531475
D|3903|LIPPO KARAWACI FIN*|SG|0000000001200465375
D|18614|LIPPO-MAPLETREE INDO RET TR*|SG|0000000001200552419
D|7514|LISTRINDO CAP BV*|SG|0000000001200536480
D|42356|LIVENT CORP*|SG|0000000001200691764
D|80515|LIVINGSTONE HEA*|SG|0000000000100107708
D|20433|LLOYDS BKG GP PL-LDN|TW|0000000001200000096
D|20433|LLOYDS BKG GP PL-LDN|HK|0000000001200031682
D|20433|LLOYDS BKG GP PL-LDN|SG|0000000001200625539
D|20433|LLOYDS BKG GP PL-LDN|MY|0000000001200459196
D|2878|LLOYDS-LDN|MY|0000000001200144586
D|14204|LMIRT CAP PL*|SG|0000000001200575197
D|11775|LOCKHEED MARTIN CORP*|SG|0000000001200525589
D|21237|LODHA DEV INTL LTD*|SG|0000000001200632983
D|55860|LOGAN GROUP CL*|SG|0000000001200603988
D|12415|LOGITECH INTL SA*|SG|0000000001200551915
D|11463|LOH & LOH CORP BHD*|SG|0000000001200547034
D|6336|LONGFOR PROP CL*|HK|0000000001200032324
D|6336|LONGFOR PROP CL*|SG|0000000001200564433
D|44019|LONSDALE FIN PL*|SG|0000000001200696671
D|63341|LORDSTOWN MOTORS*|SG|0000000001200721017
D|27931|LOTTE CORP*|TW|0000000001200000103
D|27866|LOTTE PROP & DEV CL*|TW|0000000001200000118
D|27866|LOTTE PROP & DEV CL*|SG|0000000001200674060
D|25090|LOTTE SHOP BUS MGT*|TW|0000000001200000117
D|25090|LOTTE SHOP BUS MGT*|SG|0000000001200658284
D|3140|LOWES CO INC*|TW|0000000001200000102
D|3140|LOWES CO INC*|HK|0000000001200036114
D|3140|LOWES CO INC*|SG|0000000001200583078
D|63355|LPP CIVIL*|TH|0000000003103039547
D|80691|LS CIVIL CONSTR JV*|TH|0000000003103761509
D|86612|LS FIN (2017) LTD*|SG|0000000001200788973
D|71838|LS FIN (2025) LTD*|SG|0000000001200747801
D|10021|LS FINANCE 2022 LTD*|SG|0000000001200579219
D|18887|LSE*|SG|0000000001200531375
D|78106|LSEG US FIN CORP*|SG|0000000001200769177
D|12379|LTA*|SG|0000000001200155836
D|64322|LUCID GROUP INC*|SG|0000000001200723131
D|49543|LUFAX HLDG LTD*|SG|0000000001200682473
D|3110|LUK FOOK HLDG (INTL) LTD*|SG|0000000001200560395
D|55503|LULULEMON ATHLETICA*|SG|0000000001200707916
D|21143|LUM CHANG HLDGS LTD*|SG|0000000001200269453
D|57128|LUMEN TECHNO INC*|SG|0000000000300459536
D|11268|LUMENS CL*|SG|0000000001200546609
D|26391|LUMENTUM HLDGS INC*|SG|0000000001200664264
D|15807|LVMH MOET-HENNESSY LV SA*|SG|0000000001200456567
D|26081|LYB INTL FIN II BV*|SG|0000000001200662671
D|27595|LYNAS CORP LIMITED*|SG|0000000001200548179
D|16871|LYNX I CORP*|SG|0000000001200585617
D|5327|LYONDELLBASELL INDUST NV*|SG|0000000001200608504
D|17709|LYXOR INTL ASSET MGT*|SG|0000000001200552040
D|2738|M STANLEY-NY|MY|0000000001300209455
D|49523|M&T BANK CORP*|SG|0000000001300250571
D|65390|M&T INVTS PL*|SG|0000000001300259681
D|87487|M.D.C. HLDGS INC*|SG|0000000001300306120
D|14302|M1 LIMITED*|SG|0000000001300062913
D|67482|M3 INC*|SG|0000000001300266653
D|17220|M3NERGY BHD*|SG|0000000001300157676
D|17650|MAANSHAN IRON & STEEL CL*|SG|0000000001300157749
D|79745|MACQUARIE AIRFIN HL*|SG|0000000001300294202
D|24752|MACQUARIE BK-LDN|SG|0000000001300234111
D|7896|MACQUARIE GRP LTD*|TW|0000000001300000038
D|7896|MACQUARIE GRP LTD*|SG|0000000001300139009
D|7896|MACQUARIE GRP LTD*|MY|0000000001300159218
D|10038|MACQUARIE INFRASTR GRP*|SG|0000000001300150548
D|14112|MACQUARIE PMI LLC*|SG|0000000001300159056
D|5143|MACYS INC*|HK|0000000001300006119
D|5143|MACYS INC*|SG|0000000001300157736
D|79724|MACYS RETAIL H LLC*|SG|0000000001300294127
D|23568|MACYS RETAIL HLDGS*|HK|0000000001300005528
D|23568|MACYS RETAIL HLDGS*|SG|0000000001300222385
D|3006|MAH SING GROUP BHD*|SG|0000000001300183181
D|3006|MAH SING GROUP BHD*|MY|0000000001300002831
D|22097|MAIKUN INVT CL*|SG|0000000001300210996
D|8602|MAJAPAHIT HLDGS*|SG|0000000001300129956
D|19282|MAJOR CINEPLEX GRP PCL*|SG|0000000001300158206
D|51054|MAJOR CINEPLEX GRP*|TH|0000000003101176883
D|14934|MAJUPERAK HLDGS BHD*|SG|0000000001300157677
D|38643|MALAKOPOWE|MY|0000000001300150864
D|78453|MALAYAN CEMENT BHD*|MY|0000000001200455842
D|4049|MALAYSIA BLDG SOC BHD*|SG|0000000001300176517
D|49312|MALAYSIA RAIL LINK*|MY|0000000001300174975
D|19440|MALAYSIA SOVEREIGN*|SG|0000000001300198313
D|6197|MALAYSIAN AIRPORTS HLDGS BHD*|SG|0000000001300157674
D|16278|MALAYSIAN PACIFIC IND BHD*|SG|0000000001300157672
D|6726|MALAYSIAN RES CORP BHD*|SG|0000000001300149559
D|6726|MALAYSIAN RES CORP BHD*|MY|0000000001300016045
D|13249|MAN GRP PLC*|SG|0000000001300159938
D|17211|MANDARIN ORIENTAL HOTEL*|SG|0000000001300176902
D|62696|MANDIANT INC*|SG|0000000000600087510
D|48473|MANILA WATER CO INC*|SG|0000000001300249151
D|37411|MANJUISLE|MY|0000000001300149524
D|23009|MANULIFE FIN CORP*|TW|0000000001300000050
D|23009|MANULIFE FIN CORP*|HK|0000000001300004175
D|23009|MANULIFE FIN CORP*|SG|0000000001300161556
D|23009|MANULIFE FIN CORP*|MY|0000000001300190200
D|14848|MAOYE INTL HLDGS LTD*|SG|0000000001300190304
D|3777|MAPLETREE COM TR TY*|SG|0000000001300186065
D|3777|MAPLETREE COM TR TY*|MY|0000000001300207722
D|3587|MAPLETREE GR HKSAR*|SG|0000000001300179136
D|12826|MAPLETREE IND TR TSY CO PL*|SG|0000000001300170611
D|9289|MAPLETREE INDUSTRIAL TR*|SG|0000000001300176429
D|59891|MAPLETREE NA COM TR*|SG|0000000001300179756
D|10169|MAPLETREE TREASURY*|SG|0000000001300106950
D|10169|MAPLETREE TREASURY*|MY|0000000001300189586
D|6544|MARATHON OIL CORP*|SG|0000000001300123259
D|25676|MARATHON PETRO CORP*|HK|0000000001300005812
D|25676|MARATHON PETRO CORP*|SG|0000000001300222383
D|24417|MARB BONDCO PLC*|SG|0000000001300218753
D|24740|MARBLE II PL*|SG|0000000001300219994
D|14396|MARCO POLO MARINE*|SG|0000000001300123609
D|18805|MARFRIG HLDGS EUROPE BV*|SG|0000000001300184688
D|22392|MARFRIG OVS LTD*|SG|0000000001300211713
D|3818|MARKS & SPENCER PLC*|SG|0000000001300163281
D|21739|MARQUEE LAND PL*|SG|0000000001300209893
D|26991|MARRIOTT INTL INC*|SG|0000000001300226621
D|45832|MARRIOTT VACATIO WW*|SG|0000000001300203915
D|72593|MARS INC*|SG|0000000001300279604
D|2995|MARSUN CL*|SG|0000000001300175980
D|40134|MARUBENI CORP*|SG|0000000001300097101
D|47260|MARVELL TECH GP LTD*|SG|0000000001300247997
D|3863|MASCO CORPORATION*|SG|0000000001300117985
D|2888|MASHREQBANK-DUBAI|MY|0000000001300031855
D|12673|MASS COMM ORG OF TH*|SG|0000000001300162720
D|15556|MASSEY ENERGY CO*|SG|0000000001300153903
D|8467|MASTERCARD INC*|TW|0000000001300000207
D|8467|MASTERCARD INC*|SG|0000000001300170974
D|23954|MASTERLINK SEC CORP*|TW|0000000001300000053
D|23954|MASTERLINK SEC CORP*|SG|0000000001300159567
D|24260|MASTERLINK SEC(OSU)*|TW|0000000001300000056
D|24260|MASTERLINK SEC(OSU)*|SG|0000000001300225498
D|5123|MASTERSKILL EDU GRP BHD*|SG|0000000001300157673
D|18217|MATAHARI INTL FIN CO BV*|SG|0000000001300151895
D|26386|MATTEL INC*|SG|0000000001300224700
D|3269|MAXI CASH FIN SVCS*|SG|0000000002300133019
D|7820|MAXIS BHD*|SG|0000000001300157664
D|54793|MAYBANK K E SEC TH*|TH|0000000006600009565
D|12005|MAYBANK KIM ENG HLD*|SG|0000000001300173374
D|1481|MBB-HK|MY|0000000001300031872
D|2080|MBB-KL|MY|0000000001300031854
D|2297|MBB-S|MY|0000000001300031863
D|3645|MBIA INC*|SG|0000000001300122651
D|4123|MBIA INS*|SG|0000000001300117987
D|30818|MBISMYKL|MY|0000000001300077359
D|38644|MBSBBNK|MY|0000000001300150863
D|76309|MCC HLDG (HK) CORP*|HK|0000000001300005672
D|76309|MCC HLDG (HK) CORP*|SG|0000000001300189117
D|12887|MCC HLDG CORP*|SG|0000000001300165142
D|25659|MCCORMICK & CO INC*|SG|0000000001300191091
D|17834|MCDONALDS CORP*|TW|0000000001300000197
D|17834|MCDONALDS CORP*|SG|0000000001300123781
D|17834|MCDONALDS CORP*|MY|0000000001300191277
D|14403|MCDONALDS RSTN PL*|SG|0000000001300089564
D|84307|MCKESSON CORP*|SG|0000000001300301295
D|45303|MCLAREN FIN PLC*|SG|0000000001300245617
D|49629|MCTRIC PCL*|TH|0000000003102798803
D|58000|MDGH - GMTN BV*|SG|0000000001300253940
D|64277|MDGH GMTN RSC*|HK|0000000001300006764
D|64277|MDGH GMTN RSC*|SG|0000000001300261009
D|13276|MDX ASSET CL*|SG|0000000001300175844
D|8689|MDX PCL*|SG|0000000001300158207
D|20578|MEAD JS NUTRITION*|SG|0000000001300204080
D|25641|MED RESEARCH FUTURE*|AU|0000000001300000199
D|40353|MEDCO OAK TREE PL*|SG|0000000001300237654
D|26664|MEDCO PLATINUM ROAD*|SG|0000000001300225166
D|24974|MEDCO STRAITS SVCS*|SG|0000000001300220873
D|7858|MEDIA CHINESE INTL LTD*|SG|0000000001300160252
D|3520|MEDIA PRIMA BHD*|SG|0000000001300163042
D|14316|MEDIATEK INCORPORATION*|SG|0000000001300157923
D|49636|MEDIPLUS HEALTHCARE*|TH|0000000003103281237
D|18538|MEDTRONIC INC*|SG|0000000001300181959
D|25911|MEDTRONIC PCL*|SG|0000000001300223106
D|6180|MEGA ADVANCE INVS LTD*|SG|0000000001300162657
D|26113|MEGA BILLS FIN CL*|TW|0000000001300000058
D|26113|MEGA BILLS FIN CL*|SG|0000000001300304052
D|61754|MEGA FIN HLDG CL*|TW|0000000001300000069
D|2178|MEGA INTL COMM-TPE|MY|0000000001300000759
D|82079|MEGAPORT LTD*|SG|0000000001300297287
D|47094|MEGLOBAL CANADA ULC*|SG|0000000001300247824
D|46743|MEIJI HOLDINGS CL*|SG|0000000001300247470
D|20375|MEIJI YASUDA LIFE I*|SG|0000000001300187288
D|56808|MEITUAN*|HK|0000000001300006819
D|56808|MEITUAN*|SG|0000000001300249773
D|5426|MEIYA POWER CO LTD*|SG|0000000001300183815
D|8204|MELCO INTL DEV LTD*|SG|0000000001300166695
D|23939|MELCO RES & ENT LTD*|SG|0000000001300158799
D|24397|MELCO RESORTS FIN*|SG|0000000001300192668
D|17247|MELFAS INC*|SG|0000000001300157414
D|14212|MENCAST HLDGS LTD*|SG|0000000001300138218
D|60785|MERCADOLIBRE INC*|SG|0000000001300256589
D|24787|MERCATUS CO-OPER*|SG|0000000001300189115
D|8573|MERCEDES-BENZ AUST*|SG|0000000001300177097
D|32688|MERCESERMA|MY|0000000001300103286
D|11583|MERCK & CO INC*|SG|0000000001300154198
D|7275|MERCK FIN SVC GMBH*|SG|0000000001300159826
D|81001|MERCURY CHILE HOLDC*|SG|0000000001300296420
D|84387|MERCURY NZ LTD*|SG|0000000001300301474
D|13296|MERDEKA CONSTR CO*|SG|0000000001300000149
D|25999|MERITZ SEC CL*|KR|0000000001300000068
D|25999|MERITZ SEC CL*|SG|0000000001300191687
D|78249|MERRILL LYNCH BV*|SG|0000000001300291310
D|1258|MERRILL LYNCH INTL-LDN|MY|0000000001300032275
D|3310|MERSIN ULUS LIMAN*|SG|0000000001300183664
D|78559|MESOBLAST LTD*|SG|0000000001300292013
D|25110|MET LIFE GLB FD I*|TW|0000000001300000066
D|25110|MET LIFE GLB FD I*|SG|0000000001300188620
D|25110|MET LIFE GLB FD I*|MY|0000000001300191674
D|63003|META PLATFORMS INC*|HK|0000000001300006810
D|63003|META PLATFORMS INC*|SG|0000000000600065590
D|18178|METAL IND WORKERS UNION*|SG|0000000001300073782
D|1316|METALOR TECH SPL*|SG|0000000001300183087
D|12161|METCASH LTD*|SG|0000000001300185507
D|6366|METINVEST BV*|SG|0000000001300162126
D|18966|METLIFE INC*|SG|0000000001300123783
D|14942|METRO AG*|SG|0000000001300159271
D|10371|METRO FINANCE BV*|SG|0000000001300163904
D|15787|METRO GOLDWYN MAYER INC*|SG|0000000001300176914
D|7552|METRO HLDGS LTD*|SG|0000000001300028481
D|13925|METROPOLITAN LIFE GLOBAL*|SG|0000000001300121566
D|5292|METROPOLITAN LIGHT INTL LTD*|SG|0000000001300178498
D|14845|METSO CORP*|SG|0000000001300174493
D|25578|MEXICHEM SAB DE CV*|SG|0000000001300222037
D|22456|MEXICO CITY ARPT TR*|TW|0000000001300000077
D|22456|MEXICO CITY ARPT TR*|SG|0000000001300212098
D|84473|MF4JPN TMK*|JP|0000000001300000387
D|10992|MGIC INV CORP*|SG|0000000001300117988
D|8482|MGM CHINA HLDG*|SG|0000000001300163693
D|17362|MGM RESORTS INTL*|SG|0000000001300149151
D|14408|MICHELINE (CGDE)*|SG|0000000001300158487
D|57807|MICROCHIP TECH INC*|SG|0000000001300253707
D|13963|MICRON TECH INC*|HK|0000000001300006813
D|13963|MICRON TECH INC*|SG|0000000001300115241
D|57783|MICROPORT SCI CORP*|SG|0000000001300157684
D|42283|MICROSOFT COR*|TW|0000000001300000051
D|42283|MICROSOFT COR*|SG|0000000001300149176
D|42283|MICROSOFT COR*|MY|0000000001300174685
D|57647|MICROSTRATEGY INC*|SG|0000000001300253525
D|85330|MIDAMERICAN ENERGY*|SG|0000000001300303134
D|21634|MIDEA INVT DEVT CL*|HK|0000000001300005917
D|21634|MIDEA INVT DEVT CL*|SG|0000000001300209232
D|12094|MIE HLDGS CORP*|SG|0000000001300179009
D|49604|MILL CON STEEL PCL*|TH|0000000003101172718
D|49589|MILLCON BURAPA CL*|TH|0000000003101512912
D|24888|MINEJESA CAP BV*|SG|0000000001300220591
D|5489|MINERA Y METAL DEL*|SG|0000000001300195074
D|80814|MINERAL RESOURCES*|SG|0000000001300296160
D|15615|MINERVA LUXEMBOURG SA*|SG|0000000001300192038
D|65172|MING YUAN CLOUD GRP*|SG|0000000001300262481
D|7645|MINGFA GRP INTL CL*|SG|0000000001300172718
D|19996|MINMETALS BOUNTEOUS*|TW|0000000001300000106
D|19996|MINMETALS BOUNTEOUS*|HK|0000000001300005416
D|19996|MINMETALS BOUNTEOUS*|SG|0000000001300200951
D|12768|MINMETALS LAND CAP*|SG|0000000001300180933
D|18396|MINMETALS LAND LIMITED*|HK|0000000001300005390
D|18396|MINMETALS LAND LIMITED*|SG|0000000001300160254
D|54405|MINOR INTER PLC*|TH|0000000003100350621
D|38651|MINOR INTL PLC*|SG|0000000001300235513
D|23497|MIRAE ASSET DAEWOO*|TW|0000000001300000098
D|23497|MIRAE ASSET DAEWOO*|KR|0000000001300000001
D|23497|MIRAE ASSET DAEWOO*|SG|0000000001300164982
D|25214|MIRVAC GRP FIN LTD*|SG|0000000001300221782
D|70696|MISC BERHAD*|TW|0000000001300000229
D|70696|MISC BERHAD*|SG|0000000001300162376
D|65560|MISC CAP TWO (LAB)*|TW|0000000001300000228
D|65560|MISC CAP TWO (LAB)*|SG|0000000001300263096
D|14098|MISC CAPITAL L LTD*|SG|0000000001300116273
D|22677|MIT UFJ FIN GRP-TKY|TW|0000000001300000046
D|22677|MIT UFJ FIN GRP-TKY|MY|0000000001300138764
D|54748|MITR PHOL SUGAR CL*|TH|0000000003100058417
D|45562|MITSUBISHI CHEM HLD*|SG|0000000001300222971
D|5629|MITSUBISHI CORP*|SG|0000000001300051966
D|25693|MITSUBISHI EST CL*|SG|0000000001300202229
D|68236|MITSUBISHI HC CAP I*|SG|0000000001300257031
D|73802|MITSUBISHI HC FIN*|SG|0000000001300282946
D|85643|MITSUBISHI HEAVY IN*|SG|0000000001300303726
D|6716|MITSUBISHI TANABE P*|SG|0000000001300197075
D|76358|MITSUBISHI UFJ L F*|TW|0000000001300000054
D|76358|MITSUBISHI UFJ L F*|SG|0000000001300214280
D|80390|MITSUI & CO LTD*|SG|0000000001300118699
D|11701|MITSUI FUDOSAN CL*|TW|0000000001300000097
D|11701|MITSUI FUDOSAN CL*|SG|0000000001300181717
D|9999|MITSUI SUMITOMO INS CL*|SG|0000000001300113861
D|1568|MIZUHO BK-S|MY|0000000001300038757
D|2487|MIZUHO BK-TKY|MY|0000000001300036710
D|21700|MIZUHO FIN GRP INC*|TW|0000000001300000045
D|21700|MIZUHO FIN GRP INC*|HK|0000000001300004416
D|21700|MIZUHO FIN GRP INC*|SG|0000000001300145070
D|21700|MIZUHO FIN GRP INC*|MY|0000000001300159161
D|74571|MIZUHO FIN GRP(KY)3*|SG|0000000001300284853
D|5268|MIZUHO FINANCIAL GR(KY) 2 LTD*|SG|0000000001300174162
D|40406|MKD KENCANA SDN BHD*|SG|0000000001300262816
D|40406|MKD KENCANA SDN BHD*|MY|0000000001300155123
D|67561|MKS (SWITZERLAND)*|SG|0000000001300026733
D|9111|MKT VECTORS JNR GOLD MINERS*|SG|0000000001300188406
D|17673|ML FST FRANKLIN MTGE LOAN TR*|SG|0000000001300129538
D|17047|MMC CORP BHD*|SG|0000000001300149177
D|17047|MMC CORP BHD*|MY|0000000001300055068
D|76518|MMC PORT HLDGS SDN*|MY|0000000001300300309
D|58326|MNRB HLDGS BHD*|MY|0000000001300065994
D|16643|MODERN LAND CHINA CL*|SG|0000000001300192357
D|56563|MODERNA INC*|SG|0000000001300252172
D|12122|MODERNLAND OVS PL*|SG|0000000001300188343
D|50896|MOF*|TH|0000000006600011236
D|11930|MOHD MUSTAFA*|SG|0000000001300000245
D|44273|MOLSON COORS BREW*|SG|0000000001300243897
D|9922|MOLYCORP INC*|SG|0000000001300159937
D|83732|MOMI TMK*|JP|0000000001300000378
D|65512|MONASH UNIVERSITY*|SG|0000000001300263015
D|65512|MONASH UNIVERSITY*|MY|0000000001300191153
D|25650|MONDELEZ INTL INC*|SG|0000000001300222316
D|49564|MONG DUONG FIN HLDG*|SG|0000000001300250627
D|80164|MONGODB INC*|SG|0000000001300295021
D|9261|MONGOLIAN MINING CORP*|SG|0000000001300160255
D|30674|MONGOLIAN MOR C HFC*|SG|0000000001300234921
D|13844|MONSANTO CO*|SG|0000000001300122992
D|80317|MONSTER BEVERAGE C*|SG|0000000001300295262
D|76770|MOODYS CORP*|SG|0000000001300229766
D|14680|MOON WISE GLB*|SG|0000000001300187673
D|71424|MORGAN STANLEY FINA*|SG|0000000001300276161
D|3715|MORGAN STANLEY MANAGED ACES SPC*|SG|0000000001300130283
D|74451|MORGAN STANLEY-S L|SG|0000000001300291989
D|7826|MOTOROLA INC*|SG|0000000001300149178
D|15054|MOTORS LIQUIDATION CO*|SG|0000000001300156180
D|49462|MPLX LP*|SG|0000000001300250445
D|42614|MSIA AIRPORTS CAP*|MY|0000000001300160583
D|13343|MSIA MARINE & HEAVY ENGRG*|SG|0000000001300160256
D|13003|MSM MY HLDG BHD*|SG|0000000001300164380
D|36785|MSME9999|MY|0000000000200017866
D|21710|MTN MAURITIUS INVTS*|SG|0000000001300209622
D|22626|MTR CORP CI LTD*|TW|0000000001300000094
D|22626|MTR CORP CI LTD*|HK|0000000001300007068
D|22626|MTR CORP CI LTD*|SG|0000000001300213003
D|14126|MTR CORP LTD*|HK|0000000001300004475
D|14126|MTR CORP LTD*|SG|0000000001300144312
D|17161|MUANG-AKE GOLF CL*|SG|0000000001300175582
D|80918|MUANGTHAI CAP PCL*|SG|0000000001300296309
D|80399|MUENCHENER RUECKVER*|SG|0000000001300258877
D|14336|MUHIBBAH ENGRG M BHD*|SG|0000000001300192753
D|69075|MUNICIPALITY BEIJIN*|CN|0000000007300001971
D|21593|MUNICIPALITY FIN-FI|SG|0000000001300209023
D|69077|MUNICIPALITY SH CN*|CN|0000000008500004602
D|69076|MUNICIPALITY SHZ CN*|CN|0000000008500004601
D|27174|MURATA MFG CL*|SG|0000000001300227466
D|7980|MURCHISON METALS LTD*|SG|0000000001300174450
D|44902|MUTHOOT FIN LTD*|SG|0000000001300244850
D|59962|MY AIRPORT HLDG BHD*|MY|0000000001300111520
D|23586|MY EG SVCS BHD*|SG|0000000001300216780
D|23586|MY EG SVCS BHD*|MY|0000000001300034639
D|68308|MY STEEL WORKS (KL)*|MY|0000000001300036503
D|23579|MYLAN NV*|HK|0000000001300005529
D|22527|MYRIAD INTL HLDG BV*|SG|0000000001300212485
D|1260|NAB-MEL|MY|0000000001400037423
D|1795|NAB-NY|HK|0000000001400006332
D|1795|NAB-NY|MY|0000000001400328415
D|2337|NAB-S|MY|0000000001400037769
D|1716|NAB-SYD|MY|0000000001400037423
D|12409|NAGACORP LTD*|HK|0000000001400000549
D|12409|NAGACORP LTD*|SG|0000000001400196367
D|3312|NAM CHEONG LTD*|SG|0000000001400194230
D|14382|NAN FUNG TRSY LTD*|HK|0000000001400006593
D|14382|NAN FUNG TRSY LTD*|SG|0000000001400197357
D|24373|NAN FUNG TSY II LTD*|SG|0000000001400228968
D|49087|NAN FUNG TSY III LT*|SG|0000000001400253646
D|3827|NAN YA PLASTICS (HK)*|SG|0000000001400155061
D|17641|NAN YA PLASTICS CORP*|TW|0000000008200000005
D|17641|NAN YA PLASTICS CORP*|SG|0000000001400150606
D|26062|NANJING YANG ZI STA*|SG|0000000001400233142
D|7119|NANOSYS INC*|SG|0000000001400198162
D|80604|NANSHAN LIFE PL*|SG|0000000001400291621
D|28545|NANYANG COMM BK-SH|CN|0000000008200001176
D|62693|NANYANG TECH UNI*|SG|0000000001400053191
D|18237|NARA CABLE FUNDING*|SG|0000000001400202174
D|55455|NASDAQ INC*|SG|0000000001400254256
D|56433|NAT BK OMAN-MUSCAT|SG|0000000001400255256
D|25834|NAT HIGHWAYS AUT IN*|SG|0000000001400232498
D|22671|NAT OILWELL VARCO*|TW|0000000001400000020
D|22671|NAT OILWELL VARCO*|SG|0000000001400199294
D|84993|NAT RAS KHAIMAH-RAK|SG|0000000001400179580
D|57418|NATCHATRUCK LTD PAR*|TH|0000000003103331146
D|83770|NATIONAL GAS TRANS*|MY|0000000001400329463
D|11542|NATIONAL RURAL UTILITIES COOP*|SG|0000000001400154400
D|10006|NATIONAL WEALTH MGT*|SG|0000000001400198798
D|79306|NATIONGATE HOLDINGS|MY|0000000001400204968
D|43046|NATIONWIDE BLDG SOC*|SG|0000000001400247337
D|43046|NATIONWIDE BLDG SOC*|MY|0000000001400297762
D|1408|NATIXIS-PS|MY|0000000001400039195
D|40707|NATIXIS-TPE|TW|0000000001400000040
D|6826|NATL CAP TR I*|SG|0000000001400197472
D|13914|NATL CREDIT BUREAU CL*|SG|0000000001400197314
D|18138|NATL GRID ELEC TRANS*|SG|0000000001400185618
D|27434|NATL GRID N AMERICA*|SG|0000000001400236998
D|13019|NATL GRID PLC*|SG|0000000001400181418
D|15806|NATL ITMX CL*|SG|0000000001400197315
D|30747|NATURA COSMETICOS*|SG|0000000001400242254
D|27572|NATWEST MKTS SFDAC*|SG|0000000001400237383
D|77661|NAVACHAI*|TH|0000000003100801304
D|59526|NAVER CORP*|SG|0000000001400258159
D|11913|NAVIGATOR HLDGS LTD*|SG|0000000001400201283
D|12644|NAVUTI CL*|SG|0000000001400197316
D|59431|NAWARAT PATANA*|TH|0000000003100011345
D|20842|NBCUNIVERSAL ENTP*|SG|0000000001400218559
D|45312|NBCUNIVERSAL MEDIA*|SG|0000000001400250213
D|41671|NBK SPC LTD*|SG|0000000001400245666
D|64776|NBK TIER 1 FIN 2 LT*|SG|0000000001400263292
D|21393|NBK TIER 1 FIN LTD*|SG|0000000001400220862
