src_system,sub_system,data_cat,data_frq,record_type,counterparty_short_name,counterparty_full_name,address_line_0,address_line_1,address_line_2,address_line_3,city,country,postal_code,fax_number,telex_number,industry,is_broker,is_custodian,is_issuer,is_bank,is_subsidiary,is_corporate,primary_contact,primary_number,other_contact,other_number,subsidiary_level,counterparty_grandparent,counterparty_parent,resident_y_n,mas_industry_code,country_of_incorporation,cels_code,industry_group,src_id,processing_date,m_label
gmp,cis,sta,dly,D,KOH BROTHERS GRP LTD*,KOH BROTHERS GROUP LIMITED,11 LOR PENDEK,#01-00,SINGAPORE 348639,,SINGAPORE,Singapore,348639,,,,N,N,Y,N,N,N,,,,,Subsidiary,KOH BROTHERS GRP LTD*,KOH BROTHERS GRP LTD*,,301006,SINGAPORE,,BCR-General Construction Contractors (ESG),gmp_cis_sta_dly_counterparty,20251201,15411
gmp,cis,sta,dly,D,BANGKOK RUBBER PCL*,BANGKOK RUBBER PUBLIC CO LTD,,,,,,Thailand,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,BANGKOK RUBBER PCL*,BANGKOK RUBBER PCL*,,206002,THAILAND,,MFG-Rubber Products,gmp_cis_sta_dly_counterparty,20251201,15413
gmp,cis,sta,dly,D,WRP ASIA PAC SDN BHD*,WRP ASIA PACIFIC SDN BHD,"LOT 1, JALAN 3, KAWASAN",PERUSAHAAN BANDAR BARU SALAK,"TINGGI, 43900 SEPANG,","SELANGOR, MALAYSIA",SELANGOR,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,WRP ASIA PAC SDN BHD*,WRP ASIA PAC SDN BHD*,,206002,MALAYSIA,,MFG-Rubber Products,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,RELIANCE HLDGS USA INC*,"RELIANCE HOLDINGS USA, INC.",,,,,,India,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,RELIANCE HLDGS USA INC*,RELIANCE HLDGS USA INC*,,205003,UNITED STATES,,MFG-Refined Petroleum & Coke Products (ESG),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,KOREA RAILROAD CORP*,KOREA RAILROAD CORPORATION,,,,,,Korea (the Republic of),000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,KOREA RAILROAD CORP*,KOREA RAILROAD CORP*,,501001,SOUTH KOREA,,TSC-Land Transport,gmp_cis_sta_dly_counterparty,20251201,15441
gmp,cis,sta,dly,D,SNAM S.P.A.*,SNAM S.P.A.,,,,,,Italy,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,SNAM S.P.A.*,SNAM S.P.A.*,,822000,ITALY,,UTY-Gas Manufacture & Distribution (ESG),gmp_cis_sta_dly_counterparty,20251201,15416
gmp,cis,sta,dly,D,HAINAN AIRLINES HK CL*,HAINAN AIRLINES HONG KONG COMPANY LIMITED,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,HAINAN AIRLINES HK CL*,HAINAN AIRLINES HK CL*,,501003,HONG KONG,,TSC-Air Transport,gmp_cis_sta_dly_counterparty,20251201,15947
gmp,cis,sta,dly,D,YAHOO! INC*,ALTABA INC,,,,,,United States,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,YAHOO! INC*,YAHOO! INC*,,503002,UNITED STATES,,TSC-ISP,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SYCAL VENTURES BHD*,SYCAL VENTURES BERHAD,,,,,,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,SYCAL VENTURES BHD*,SYCAL VENTURES BHD*,,303072,MALAYSIA,,BCR-Bldg Developers & Hold for Investment - Others (NS35),gmp_cis_sta_dly_counterparty,20251201,15817
gmp,cis,sta,dly,D,RIO TINTO FINANCE USA LTD*,RIO TINTO FINANCE USA LTD,,,,,,Australia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,RIO TINTO FINANCE USA LTD*,RIO TINTO FINANCE USA LTD*,,106000,AUSTRALIA,,AFM-Minerals Mining (ESG),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CN OVS GRD OCEANS FIN KY II LTD*,CHINA OVERSEAS GRAND OCEANS FINANCE CAYMAN II LTD,,,,,,Cayman Islands,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,CN OVS GRD OCEANS FIN KY II LTD*,CN OVS GRD OCEANS FIN KY II LTD*,,605071,BRITISH VIRGIN ISLAN,,FIH-Property Investment Co-Others (NS35),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,HEMARAJ LAND AND DEV PCL*,HEMARAJ LAND AND DEVELOPMENT PUBLIC COMPANY LIMITED,,,,,,Thailand,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,HEMARAJ LAND AND DEV PCL*,HEMARAJ LAND AND DEV PCL*,,303051,THAILAND,,BCR-Bldg Developers & Resale - Industrial (NS35),gmp_cis_sta_dly_counterparty,20251201,15732
gmp,cis,sta,dly,D,CHUNG KHIAW NOMINEES PL*,CHUNG KHIAW NOMINEES (PTE) LTD,80 RAFFLES PLACE,#17-00 UOB PLAZA 1,SINGAPORE 048624,,SINGAPORE,Singapore,048624,,,,N,N,Y,N,N,N,,,,,Subsidiary,CHUNG KHIAW NOMINEES PL*,CHUNG KHIAW NOMINEES PL*,,605003,SINGAPORE,,FIH-Other Investment holding Co-Non-property/conglomerate,gmp_cis_sta_dly_counterparty,20251201,15402
gmp,cis,sta,dly,D,LEHMAN BRS HLDGS INC*,LEHMAN BROTHERS INC,80 RAFFLES PLACE,#05-00 UOB PLAZA 1,SINGAPORE 048624,,SINGAPORE,United States,048624,,,,N,N,Y,N,N,N,,,,,Subsidiary,LEHMAN BRS HLDGS INC*,LEHMAN BRS HLDGS INC*,,601301,UNITED STATES,,FIH-Investment Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CDB LEASING CL*,"CHINA DEVELOPMENT BANK FINANCIAL LEASING CO., LTD","50-52/F, NEW WORLD CENTER",NO 6009 YITIAN ROAD,"FUTIAN DISTRICT,SHENZHEN",GUANGDONG PROVINCE PRC,GUANGDONG,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,CDB LEASING CL*,CDB LEASING CL*,,602002,CHINA,,FIH-Leasing Company,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SOUTH MSIA IND BHD*,SOUTH MALAYSIA INDUSTRIES BERHAD,,,,,,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,SOUTH MSIA IND BHD*,SOUTH MSIA IND BHD*,,605001,MALAYSIA,,FIH-Property Investment Co-Residential (S35),gmp_cis_sta_dly_counterparty,20251201,15591
gmp,cis,sta,dly,D,WHEELOCK FINANCE LTD*,WHEELOCK FINANCE LTD,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,WHEELOCK FINANCE LTD*,WHEELOCK FINANCE LTD*,,605002,HONG KONG,,FIH-Mixed Conglomerate Investment Company,gmp_cis_sta_dly_counterparty,20251201,15459
gmp,cis,sta,dly,D,UOB SMART MILLENNIUM GROWTH FD*,UOB SMART MILLENNIUM GROWTH FUND,,,,,,Thailand,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,UOB SMART MILLENNIUM GROWTH FD*,UOB SMART MILLENNIUM GROWTH FD*,,604007,THAILAND,,FIH-Equity Fund,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,NORD GOLD NV*,NORD GOLD NV,,,,,,Netherlands,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,NORD GOLD NV*,NORD GOLD NV*,,106000,NETHERLANDS,,AFM-Minerals Mining (ESG),gmp_cis_sta_dly_counterparty,20251201,15613
gmp,cis,sta,dly,D,MINERVA LUXEMBOURG SA*,MINERVA LUXEMBOURG SA,,,,,,Luxembourg,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,MINERVA LUXEMBOURG SA*,MINERVA LUXEMBOURG SA*,,201001,CAYMAN ISLANDS,,MFG-Food Manufacturing,gmp_cis_sta_dly_counterparty,20251201,15615
gmp,cis,sta,dly,D,CIT GROUP CO OF CANADA *,CIT GROUP CO OF CANADA,,,,,,Canada,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,CIT GROUP CO OF CANADA *,CIT GROUP CO OF CANADA *,,602004,CANADA,,FIH-Finance Company (Unregulated),gmp_cis_sta_dly_counterparty,20251201,15541
gmp,cis,sta,dly,D,WISEYEAR HLDGS LTD*,WISEYEAR HOLDINGS LTD,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,WISEYEAR HLDGS LTD*,WISEYEAR HLDGS LTD*,,607003,HONG KONG,,FIH-Special Purpose Vehicles (CDO Issuers),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,AMMB HLDGS BHD*,AMMB HOLDINGS BERHAD,,,,,,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,AMMB HLDGS BHD*,AMMB HLDGS BHD*,,602005,MALAYSIA,,FIH-Bank Holding Companies,gmp_cis_sta_dly_counterparty,20251201,15480
gmp,cis,sta,dly,D,HECLA MINING CO*,HECLA MINING COMPANY,,,,,,United States,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,HECLA MINING CO*,HECLA MINING CO*,,106000,UNITED STATES,,AFM-Minerals Mining (ESG),gmp_cis_sta_dly_counterparty,20251201,15546
gmp,cis,sta,dly,D,SICCO SECR PCL*,SICCO SECURITIES PCL,"12/F SINDHORN TOWER 1,","130-132 WIRELESS ROAD,","PATHUMWAN, BANGKOK 10330,",THAILAND,BANGKOK 10330,Thailand,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,SICCO SECR PCL*,SICCO SECR PCL*,,604003,THAILAND,,FIH-Securities House/Brokerage House,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,ELECTRICITE DE FRANCE*,EDF SA,,,,,,France,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ELECTRICITE DE FRANCE*,ELECTRICITE DE FRANCE*,,821000,FRANCE,,UTY-Electricity Transmission & Distribution (ESG),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,ABJA INVT CO PL*,ABJA INVESTMENT CO PTE LTD,,,,,,Singapore,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ABJA INVT CO PL*,ABJA INVT CO PL*,,208000,INDIA,,MFG-Basic Metal Industry (Non-Ferrous) (ESG),gmp_cis_sta_dly_counterparty,20251201,15567
gmp,cis,sta,dly,D,KB FINANCE GP INC*,KB FINANCIAL GROUP INC,,,,,,Korea (the Republic of),000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,KB FINANCE GP INC*,KB FINANCE GP INC*,,602005,SOUTH KOREA,,FIH-Bank Holding Companies,gmp_cis_sta_dly_counterparty,20251201,15568
gmp,cis,sta,dly,D,PT INDOSAT (PERSERO) TBK*,PT INDOSAT TBK,JL MEDAN MERDEKA BARAT NO 21,JAKARTA 10110 INDONESIA,,,JAKARTA,Indonesia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,PT INDOSAT (PERSERO) TBK*,PT INDOSAT (PERSERO) TBK*,,503001,INDONESIA,,TSC-Telecommunications,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,A.P. MOLLER - MAERSK AS*,A.P. MOLLER - MAERSK A/S,ESPLANADEN 50,1098 COPENHAGEN K,DENMARK,,COPENHAGEN,Denmark,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,A.P. MOLLER - MAERSK AS*,A.P. MOLLER - MAERSK AS*,,501015,DENMARK,,TSC-Water Transport-Container,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,KORAT-THAI CANADIAN VENT CAP CL*,KORAT-THAI CANADIAN VENTURE CAPITAL CO LTD,,,,,,Thailand,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,KORAT-THAI CANADIAN VENT CAP CL*,KORAT-THAI CANADIAN VENT CAP CL*,,605004,THAILAND,,FIH-Venture Capital Companies,gmp_cis_sta_dly_counterparty,20251201,15504
gmp,cis,sta,dly,D,ROSNEFT INTL FIN LTD*,ROSNEFT INTERNATIONAL FINANCE LTD,,,,,,Russian federation,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ROSNEFT INTL FIN LTD*,ROSNEFT INTL FIN LTD*,,107000,IRELAND,,AFM-Oil & Gas Extraction (ESG),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,INDOSAT FIN CO BV*,INDOSAT FINANCE COMPANY B.V.,,,,,,Indonesia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,INDOSAT FIN CO BV*,INDOSAT FIN CO BV*,,605003,NETHERLANDS,,FIH-Other Investment holding Co-Non-property/conglomerate,gmp_cis_sta_dly_counterparty,20251201,15492
gmp,cis,sta,dly,D,MASSEY ENERGY CO*,MASSEY ENERGY COMPANY,,,,,,United States,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,MASSEY ENERGY CO*,MASSEY ENERGY CO*,,106000,UNITED STATES,,AFM-Minerals Mining (ESG),gmp_cis_sta_dly_counterparty,20251201,15556
gmp,cis,sta,dly,D,LIANHUA SUPERMARKET HLDGS LTD*,LIANHUA SUPERMARKET HOLDINGS LTD,,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,LIANHUA SUPERMARKET HLDGS LTD*,LIANHUA SUPERMARKET HLDGS LTD*,,451000,CHINA,,RTL-Dept Store,gmp_cis_sta_dly_counterparty,20251201,15695
gmp,cis,sta,dly,D,AXIATA SPV2 BHD*,AXIATA SPV2 BERHAD,,,,,,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,AXIATA SPV2 BHD*,AXIATA SPV2 BHD*,,503001,MALAYSIA,,TSC-Telecommunications,gmp_cis_sta_dly_counterparty,20251201,15557
gmp,cis,sta,dly,D,ST ENGRG FIN I LTD*,ST ENGINEERING FINANCIAL I LTD,1 ANG MO KIO ELEC PARK ROAD,#07-01 ST ENGINEERING HUB,SINGAPORE 567710,,SINGAPORE,Singapore,567710,,,,N,N,Y,N,N,N,,,,,Subsidiary,ST ENGRG FIN I LTD*,ST ENGRG FIN I LTD*,,890000,SINGAPORE,,OTH-Diversified Industrials,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CHINA UNICOM HK LTD*,CHINA UNICOM HONG KONG LTD,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,CHINA UNICOM HK LTD*,CHINA UNICOM HK LTD*,,503001,HONG KONG,,TSC-Telecommunications,gmp_cis_sta_dly_counterparty,20251201,15430
gmp,cis,sta,dly,D,COUNTRY GARDEN HLDG CO*,COUNTRY GARDEN HOLDING CO,,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,COUNTRY GARDEN HLDG CO*,COUNTRY GARDEN HLDG CO*,,303041,CAYMAN ISLANDS,,BCR-Bldg Developers & Resale - Residential (NS35),gmp_cis_sta_dly_counterparty,20251201,15396
gmp,cis,sta,dly,D,TALISMAN ENERGY*,TALISMAN ENERGY INC,,,,,,Canada,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,TALISMAN ENERGY*,TALISMAN ENERGY*,,107000,CANADA,,AFM-Oil & Gas Extraction (ESG),gmp_cis_sta_dly_counterparty,20251201,16356
gmp,cis,sta,dly,D,DEXIA MUNICIPAL AGY*,DEXIA MUNICIPAL AGENCY,,,,,,Australia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,DEXIA MUNICIPAL AGY*,DEXIA MUNICIPAL AGY*,,603000,AUSTRALIA,,FIH-Credit Company Not Elsewhere Class,gmp_cis_sta_dly_counterparty,20251201,16582
gmp,cis,sta,dly,D,SABANA TRSY PL*,SABANA TREASURY PTE LTD,,,,,,Singapore,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,SABANA TRSY PL*,SABANA TRSY PL*,,605012,SINGAPORE,,FIH-REITS – Industrial (S35),gmp_cis_sta_dly_counterparty,20251201,16357
gmp,cis,sta,dly,D,FIRSTMAC BOND TR*,FIRSTMAC BOND TRUST,,,,,,Australia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,FIRSTMAC BOND TR*,FIRSTMAC BOND TR*,,605041,AUSTRALIA,,FIH-Property Investment Co-Residential (NS35),gmp_cis_sta_dly_counterparty,20251201,15508
gmp,cis,sta,dly,D,BHARAT PETRO CORP*,BHARAT PETROLEUM CORPORATION LIMITED,BHARAT BHAWAN BALLARD ESTATE,MUMBAI MAHARASHTRA,400001 INDIA,,MUMBAI,India,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,BHARAT PETRO CORP*,BHARAT PETRO CORP*,,205003,INDIA,,MFG-Refined Petroleum & Coke Products (ESG),gmp_cis_sta_dly_counterparty,20251201,15638
gmp,cis,sta,dly,D,FRANSHION INVT LTD*,FRANSHION INVESTMENT LTD,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,FRANSHION INVT LTD*,FRANSHION INVT LTD*,,303061,VIRGIN ISLANDS,,BCR-Bldg Developers & Resale - Commercial (NS35),gmp_cis_sta_dly_counterparty,20251201,15392
gmp,cis,sta,dly,D,PT ADARO INDONESIA*,PT ADARO INDONESIA,MENARA KARYA 22ND-23RD FLOOR,JALAN HR RASUNA SAID,BLOK X-5 KAV 1-2,"JAKARTA 12950, INDONESIA",JAKARTA,Indonesia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,PT ADARO INDONESIA*,PT ADARO INDONESIA*,,106001,INDONESIA,,AFM-Minerals Mining (Coal) (ESG),gmp_cis_sta_dly_counterparty,20251201,15420
gmp,cis,sta,dly,D,CENTRAL DEPOSIT PL*,THE CENTRAL DEPOSITORY (PTE) LIMITED,2 SHENTON WAY,#02-02 SGX CENTRE I,SINGAPORE 068804,,SINGAPORE,Singapore,068804,,,,N,Y,N,N,N,N,,,,,Subsidiary,CENTRAL DEPOSIT PL*,CENTRAL DEPOSIT PL*,,604010,SINGAPORE,,FIH-Qualifying CCPs,gmp_cis_sta_dly_counterparty,20251201,16527
gmp,cis,sta,dly,D,GEELY AUTOMOBILE HLDGS LTD*,GEELY AUTOMOBILE HOLDINGS LIMITED (PROSPECT-CB),,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,GEELY AUTOMOBILE HLDGS LTD*,GEELY AUTOMOBILE HLDGS LTD*,,211001,CHINA,,MFG-Transport Eqpt,gmp_cis_sta_dly_counterparty,20251201,16532
gmp,cis,sta,dly,D,MODERN LAND CHINA CL*,MODERN LAND CHINA CO LIMITED,,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,MODERN LAND CHINA CL*,MODERN LAND CHINA CL*,,303071,CAYMAN ISLANDS,,BCR-Bldg Developers & Resale - Others (NS35),gmp_cis_sta_dly_counterparty,20251201,16643
gmp,cis,sta,dly,D,HISENSE KELON ELEC HLDGS CL*,HISENSE KELON ELECTRICAL HOLDINGS COMPANY LIMITED,,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,HISENSE KELON ELEC HLDGS CL*,HISENSE KELON ELEC HLDGS CL*,,209002,CHINA,,MFG-Electrical Equipment,gmp_cis_sta_dly_counterparty,20251201,16379
gmp,cis,sta,dly,D,CHINA HIGH SPEED TRANSM EQP GRP*,CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,CHINA HIGH SPEED TRANSM EQP GRP*,CHINA HIGH SPEED TRANSM EQP GRP*,,209001,CAYMAN ISLANDS,,MFG-Fabricated Metal Products,gmp_cis_sta_dly_counterparty,20251201,16449
gmp,cis,sta,dly,D,STATE ELITE GLB LTD*,STATE ELITE GLOBAL LTD,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,STATE ELITE GLB LTD*,STATE ELITE GLB LTD*,,601101,BRITISH VIRGIN ISLAN,,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,16451
gmp,cis,sta,dly,D,YUNNAN BAIYAO GRP CL*,YUNNAN BAIYAO GROUP CO LTD,,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,YUNNAN BAIYAO GRP CL*,YUNNAN BAIYAO GRP CL*,,205004,CHINA,,MFG-Pharmaceuticals Products,gmp_cis_sta_dly_counterparty,20251201,16520
gmp,cis,sta,dly,D,ALFA MTN INV LTD*,ALFA MTN INVEST LTD,,,,,,Cyprus,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ALFA MTN INV LTD*,ALFA MTN INV LTD*,,607009,CYPRUS,,FIH-Other Non Banking Financial Institutions Not Elsewhere Classified,gmp_cis_sta_dly_counterparty,20251201,16587
gmp,cis,sta,dly,D,AGRIUM INC*,AGRIUM INC,,,,,,United States,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,AGRIUM INC*,AGRIUM INC*,,205001,CANADA,,MFG-Industrial Chemicals & Petrochemicals (ESG),gmp_cis_sta_dly_counterparty,20251201,16452
gmp,cis,sta,dly,D,YOUKU TUDOU INC*,YOUKU TUDOU INC,,,,,,China,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,YOUKU TUDOU INC*,YOUKU TUDOU INC*,,503000,CHINA,,TSC-Communication Services,gmp_cis_sta_dly_counterparty,20251201,16482
gmp,cis,sta,dly,D,GLOBAL YELLOW PAGES*,SEDAR PROPERTIES PTE. LTD.,1 LORONG 2 TOA PAYOH,BRADDELL HOUSE,SINGAPORE 319637,,SINGAPORE,Singapore,319637,,,,N,N,Y,N,N,N,,,,,Subsidiary,GLOBAL YELLOW PAGES*,GLOBAL YELLOW PAGES*,,303071,SINGAPORE,,BCR-Bldg Developers & Resale - Others (NS35),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,ALCATEL-LUCENT-SPONSORED ADR*,ALCATEL-LUCENT SPONSORED ADR,,,,,,France,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ALCATEL-LUCENT-SPONSORED ADR*,ALCATEL-LUCENT-SPONSORED ADR*,,503001,FRANCE,,TSC-Telecommunications,gmp_cis_sta_dly_counterparty,20251201,16402
gmp,cis,sta,dly,D,K-REIT ASIA*,K-REIT ASIA,,,,,,Singapore,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,K-REIT ASIA*,K-REIT ASIA*,,605021,SINGAPORE,,FIH-Property Investment Co-Commercial (S35),gmp_cis_sta_dly_counterparty,20251201,16536
gmp,cis,sta,dly,D,HUARONG FIN II*,HUARONG FINANCE II,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,HUARONG FIN II*,HUARONG FIN II*,,607009,BRITISH VIRGIN ISLAN,,FIH-Other Non Banking Financial Institutions Not Elsewhere Classified,gmp_cis_sta_dly_counterparty,20251201,16498
gmp,cis,sta,dly,D,HANSON PLC*,HANSON PLC,,,,,,United Kingdom,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,HANSON PLC*,HANSON PLC*,,207002,UNITED KINGDOM,,MFG-Cement Concrete Products,gmp_cis_sta_dly_counterparty,20251201,16503
gmp,cis,sta,dly,D,NEWCREST MINING LTD*,NEWCREST MINING LTD,,,,,,Australia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,NEWCREST MINING LTD*,NEWCREST MINING LTD*,,106000,AUSTRALIA,,AFM-Minerals Mining (ESG),gmp_cis_sta_dly_counterparty,20251201,16572
gmp,cis,sta,dly,D,SHIROKANE RES TMK*,SHIROKANE RESIDENCE TMK,10F SHIODOME CITY CENTER,1-5-2 HIGASHI-SHIMBASHI,MINATO-KU TOKYO,105-7110,TOKYO,Japan,1057110,,,,N,N,Y,N,N,N,,,,,Subsidiary,SHIROKANE RES TMK*,SHIROKANE RES TMK*,,605092,JAPAN,,FIH-Property Investment Co - Workers Dormitories,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,DELTA AIR LINES INC*,DELTA AIR LINES INC,,,,,,United States,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,DELTA AIR LINES INC*,DELTA AIR LINES INC*,,501003,UNITED STATES,,TSC-Air Transport,gmp_cis_sta_dly_counterparty,20251201,16625
gmp,cis,sta,dly,D,KUNLUN ENERGY CO LTD*,KUNLUN ENERGY COMPANY LTD,,,,,,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,KUNLUN ENERGY CO LTD*,KUNLUN ENERGY CO LTD*,,107000,BERMUDA,,AFM-Oil & Gas Extraction (ESG),gmp_cis_sta_dly_counterparty,20251201,16434
gmp,cis,sta,dly,D,EQUISAR INTL INCORP*,EQUISAR INTERNATIONAL INCORPORATED,,,,,,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,EQUISAR INTL INCORP*,EQUISAR INTL INCORP*,,817009,MALAYSIA,,OTH-Foreign Government Investment Arm,gmp_cis_sta_dly_counterparty,20251201,16555
gmp,cis,sta,dly,D,ALLIANCE FIN GP BHD*,ALLIANCE FINANCIAL GROUP BERHAD,,,,,,Malaysia,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ALLIANCE FIN GP BHD*,ALLIANCE FIN GP BHD*,,602005,MALAYSIA,,FIH-Bank Holding Companies,gmp_cis_sta_dly_counterparty,20251201,16616
gmp,cis,sta,dly,D,ALLSTATE CORP*,ALLSTATE CORPORATION,,,,,,United States,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ALLSTATE CORP*,ALLSTATE CORP*,,606001,UNITED STATES,,FIH-Insurance Underwriting,gmp_cis_sta_dly_counterparty,20251201,16422
gmp,cis,sta,dly,D,CHONG HONG CONSTR CL*,CHONG HONG CONSTRUCTION CO LTD,,,,,,Taiwan,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,CHONG HONG CONSTR CL*,CHONG HONG CONSTR CL*,,303041,TAIWAN,,BCR-Bldg Developers & Resale - Residential (NS35),gmp_cis_sta_dly_counterparty,20251201,16426
gmp,cis,sta,dly,D,ASCENDAS REIT*,ASCENDAS FUNDS MANAGEMENT S LIMITED,61 SCIENCE PARK ROAD,#02-18 THE GALEN SG SCI PK III,SINGAPORE 117525,,SINGAPORE,Singapore,117525,,,,N,N,Y,N,N,N,,,,,Subsidiary,ASCENDAS REIT*,ASCENDAS REIT*,,605011,SINGAPORE,,FIH-Property Investment Co-Industrial (S35),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SORIN REAL ESTATE*,SORIN REAL ESTATE,,,,,,Cayman Islands,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,SORIN REAL ESTATE*,SORIN REAL ESTATE*,,605071,CAYMAN ISLANDS,,FIH-Property Investment Co-Others (NS35),gmp_cis_sta_dly_counterparty,20251201,16563
gmp,cis,sta,dly,D,NTUC INCOME*,NTUC INCOME INSURANCE CO-OPERATIVE LTD,75 BRAS BASAH ROAD,#06-00,SINGAPORE 189557,,SG,Singapore,189557,,,,N,N,Y,N,N,N,,,,,Branch,NTUC INCOME INS*,NTUC INCOME INS*,,606001,SINGAPORE,,FIH-Insurance Underwriting,gmp_cis_sta_dly_counterparty,20251201,
